LRI	LIGAND_1	LIGAND_2	RECEPTOR_1	RECEPTOR_2	RECEPTOR_3	DATABASE	SOURCE
FN1:ROBO4	FN1	NA	ROBO4	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;PMID:1972721
FN1:SDC1	FN1	NA	SDC1	NA	NA	CellChat;NicheNet	KEGG:hsa04512;KEGG:NicheNet
FN1:SDC2	FN1	NA	SDC2	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;HPRD;PMID:10772816
FN1:SDC4	FN1	NA	SDC4	NA	NA	CellChat	KEGG:hsa04512
FN1:TMPRSS6	FN1	NA	TMPRSS6	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;HPRD;PMID:12149247;PMID:26198319;PMID:32196115
FN1:TNFRSF11B	FN1	NA	TNFRSF11B	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:15799029
FN1:TSHR	FN1	NA	TSHR	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:11981027
FNDC5:ITGAV	FNDC5	NA	ITGAV	NA	NA	connectomeDB2020	PMID:30550785
FNDC5:ITGB5	FNDC5	NA	ITGB5	NA	NA	connectomeDB2020	PMID:30550785
SAA1:FPR1	SAA1	NA	FPR1	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;HPRD;PMID:10753626
TAFA4:FPR1	TAFA4	NA	FPR1	NA	NA	connectomeDB2020	PMID:25109685
HEBP1:FPR2	HEBP1	NA	FPR2	NA	NA	NicheNet	IUPHAR
SAA1:FPR2	SAA1	NA	FPR2	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;IUPHAR;PMID:22610094;PMID:9892621
HEBP1:FPR3	HEBP1	NA	FPR3	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;IUPHAR;PMID:15623572
FSHB:FSHR	FSHB	NA	FSHR	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;IUPHAR;KEGG:hsa04080;PMID:10395410;PMID:104;PMID:2126341
FSHB:GPR20	FSHB	NA	GPR20	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
FSHB:GPR84	FSHB	NA	GPR84	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
FSHB:PTH1R	FSHB	NA	PTH1R	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
FSHB:RAMP2	FSHB	NA	RAMP2	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
FSHB:RAMP3	FSHB	NA	RAMP3	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
FSHB:TSHR	FSHB	NA	TSHR	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
FSHB:VIPR1	FSHB	NA	VIPR1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
FST:HJV	FST	NA	HJV	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;PMID:32196115
GDF9:FXYD6	GDF9	NA	FXYD6	NA	NA	SingleCellSignalR	FANTOM5;HPRD;PMID:16169070
FYN:SPN	FYN	NA	SPN	NA	NA	CellTalkDB;SingleCellSignalR	PMID:8910342
FYN:THY1	FYN	NA	THY1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:25416548
WNT1:FZD10_LRP5	WNT1	NA	FZD10	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209148
WNT10A:FZD10_LRP5	WNT10A	NA	FZD10	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209158
WNT10B:FZD10_LRP5	WNT10B	NA	FZD10	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209168
WNT16:FZD10_LRP5	WNT16	NA	FZD10	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209178
WNT2:FZD10_LRP5	WNT2	NA	FZD10	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209188
WNT2B:FZD10_LRP5	WNT2B	NA	FZD10	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209198
WNT3:FZD10_LRP5	WNT3	NA	FZD10	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209208
WNT3A:FZD10_LRP5	WNT3A	NA	FZD10	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209218
WNT4:FZD10_LRP5	WNT4	NA	FZD10	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209228
WNT5B:FZD10_LRP5	WNT5B	NA	FZD10	LRP5	NA	ICELLNET	PMID:11029007
WNT6:FZD10_LRP5	WNT6	NA	FZD10	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209238
WNT7A:FZD10_LRP5	WNT7A	NA	FZD10	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209248
WNT7B:FZD10_LRP5	WNT7B	NA	FZD10	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209258
WNT8A:FZD10_LRP5	WNT8A	NA	FZD10	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209268
WNT8B:FZD10_LRP5	WNT8B	NA	FZD10	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209278
WNT9A:FZD10_LRP5	WNT9A	NA	FZD10	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209288
WNT9B:FZD10_LRP5	WNT9B	NA	FZD10	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209298
WNT1:FZD10_LRP6	WNT1	NA	FZD10	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209148
WNT10A:FZD10_LRP6	WNT10A	NA	FZD10	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209158
WNT10B:FZD10_LRP6	WNT10B	NA	FZD10	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209168
WNT16:FZD10_LRP6	WNT16	NA	FZD10	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209178
WNT2:FZD10_LRP6	WNT2	NA	FZD10	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209188
WNT2B:FZD10_LRP6	WNT2B	NA	FZD10	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209198
WNT3:FZD10_LRP6	WNT3	NA	FZD10	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209208
WNT3A:FZD10_LRP6	WNT3A	NA	FZD10	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209218
WNT4:FZD10_LRP6	WNT4	NA	FZD10	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209228
WNT5B:FZD10_LRP6	WNT5B	NA	FZD10	LRP6	NA	ICELLNET	PMID:11029007
WNT6:FZD10_LRP6	WNT6	NA	FZD10	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209238
WNT7A:FZD10_LRP6	WNT7A	NA	FZD10	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209248
WNT7B:FZD10_LRP6	WNT7B	NA	FZD10	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209258
WNT8A:FZD10_LRP6	WNT8A	NA	FZD10	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209268
WNT8B:FZD10_LRP6	WNT8B	NA	FZD10	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209278
WNT9A:FZD10_LRP6	WNT9A	NA	FZD10	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209288
WNT9B:FZD10_LRP6	WNT9B	NA	FZD10	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209298
MYOC:FZD10	MYOC	NA	FZD10	NA	NA	connectomeDB2020;SingleCellSignalR	FANTOM5;PMID:19188438
WNT11:FZD10	WNT11	NA	FZD10	NA	NA	CellChat	KEGG:hsa04326
WNT5A:FZD10	WNT5A	NA	FZD10	NA	NA	CellChat	KEGG:hsa04310
WNT5B:FZD10	WNT5B	NA	FZD10	NA	NA	CellChat	KEGG:hsa04316
WNT7B:FZD10	WNT7B	NA	FZD10	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;PMID:15923619;PMID:26198319;PMID:32103204;PMID:32196115
WNT1:FZD1_LRP5	WNT1	NA	FZD1	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209147
WNT10A:FZD1_LRP5	WNT10A	NA	FZD1	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209157
WNT10B:FZD1_LRP5	WNT10B	NA	FZD1	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209167
WNT16:FZD1_LRP5	WNT16	NA	FZD1	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209177
WNT2:FZD1_LRP5	WNT2	NA	FZD1	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209187
WNT2B:FZD1_LRP5	WNT2B	NA	FZD1	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209197
WNT3:FZD1_LRP5	WNT3	NA	FZD1	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209207
WNT3A:FZD1_LRP5	WNT3A	NA	FZD1	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209217
WNT4:FZD1_LRP5	WNT4	NA	FZD1	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209227
WNT5B:FZD1_LRP5	WNT5B	NA	FZD1	LRP5	NA	ICELLNET	PMID:11029007
WNT6:FZD1_LRP5	WNT6	NA	FZD1	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209237
WNT7A:FZD1_LRP5	WNT7A	NA	FZD1	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209247
WNT7B:FZD1_LRP5	WNT7B	NA	FZD1	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209257
WNT8A:FZD1_LRP5	WNT8A	NA	FZD1	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209267
WNT8B:FZD1_LRP5	WNT8B	NA	FZD1	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209277
WNT9A:FZD1_LRP5	WNT9A	NA	FZD1	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209287
WNT9B:FZD1_LRP5	WNT9B	NA	FZD1	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209297
WNT1:FZD1_LRP6	WNT1	NA	FZD1	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209147
WNT10A:FZD1_LRP6	WNT10A	NA	FZD1	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209157
WNT10B:FZD1_LRP6	WNT10B	NA	FZD1	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209167
WNT16:FZD1_LRP6	WNT16	NA	FZD1	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209177
WNT2:FZD1_LRP6	WNT2	NA	FZD1	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209187
WNT2B:FZD1_LRP6	WNT2B	NA	FZD1	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209197
WNT3:FZD1_LRP6	WNT3	NA	FZD1	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209207
WNT3A:FZD1_LRP6	WNT3A	NA	FZD1	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209217
WNT4:FZD1_LRP6	WNT4	NA	FZD1	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209227
WNT5B:FZD1_LRP6	WNT5B	NA	FZD1	LRP6	NA	ICELLNET	PMID:11029007
WNT6:FZD1_LRP6	WNT6	NA	FZD1	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209237
WNT7A:FZD1_LRP6	WNT7A	NA	FZD1	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209247
WNT7B:FZD1_LRP6	WNT7B	NA	FZD1	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209257
WNT8A:FZD1_LRP6	WNT8A	NA	FZD1	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209267
WNT8B:FZD1_LRP6	WNT8B	NA	FZD1	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209277
WNT9A:FZD1_LRP6	WNT9A	NA	FZD1	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209287
WNT9B:FZD1_LRP6	WNT9B	NA	FZD1	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209297
MYOC:FZD1	MYOC	NA	FZD1	NA	NA	connectomeDB2020;SingleCellSignalR	FANTOM5;PMID:19188438
WNT1:FZD1	WNT1	NA	FZD1	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;SingleCellSignalR	CellPhoneDB;FANTOM5;PMID:24032637
WNT11:FZD1	WNT11	NA	FZD1	NA	NA	CellChat	KEGG:hsa04325
WNT2:FZD1	WNT2	NA	FZD1	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;SingleCellSignalR	CellPhoneDB;FANTOM5;HPRD;PMID:10557084
WNT3:FZD1	WNT3	NA	FZD1	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;SingleCellSignalR	CellPhoneDB;FANTOM5;HPRD;PMID:10557084
WNT3A:FZD1	WNT3A	NA	FZD1	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;SingleCellSignalR	CellPhoneDB;FANTOM5;HPRD;PMID:10557084
WNT4:FZD1	WNT4	NA	FZD1	NA	NA	CellPhoneDB;CellTalkDB	CellPhoneDB;PMID:32103204
WNT5A:FZD1	WNT5A	NA	FZD1	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;SingleCellSignalR	CellPhoneDB;FANTOM5;HPRD;KEGG:hsa04310;PMID:10557084
WNT5B:FZD1	WNT5B	NA	FZD1	NA	NA	CellChat	KEGG:hsa04315
WNT7B:FZD1	WNT7B	NA	FZD1	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;PMID:15923619
WNT1:FZD2_LRP5	WNT1	NA	FZD2	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209149
WNT10A:FZD2_LRP5	WNT10A	NA	FZD2	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209159
WNT10B:FZD2_LRP5	WNT10B	NA	FZD2	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209169
WNT16:FZD2_LRP5	WNT16	NA	FZD2	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209179
WNT2:FZD2_LRP5	WNT2	NA	FZD2	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209189
WNT2B:FZD2_LRP5	WNT2B	NA	FZD2	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209199
WNT3:FZD2_LRP5	WNT3	NA	FZD2	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209209
WNT3A:FZD2_LRP5	WNT3A	NA	FZD2	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209219
WNT4:FZD2_LRP5	WNT4	NA	FZD2	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209229
WNT5B:FZD2_LRP5	WNT5B	NA	FZD2	LRP5	NA	ICELLNET	PMID:11029007
WNT6:FZD2_LRP5	WNT6	NA	FZD2	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209239
WNT7A:FZD2_LRP5	WNT7A	NA	FZD2	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209249
WNT7B:FZD2_LRP5	WNT7B	NA	FZD2	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209259
WNT8A:FZD2_LRP5	WNT8A	NA	FZD2	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209269
WNT8B:FZD2_LRP5	WNT8B	NA	FZD2	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209279
WNT9A:FZD2_LRP5	WNT9A	NA	FZD2	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209289
WNT9B:FZD2_LRP5	WNT9B	NA	FZD2	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209299
WNT1:FZD2_LRP6	WNT1	NA	FZD2	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209149
WNT10A:FZD2_LRP6	WNT10A	NA	FZD2	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209159
WNT10B:FZD2_LRP6	WNT10B	NA	FZD2	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209169
WNT16:FZD2_LRP6	WNT16	NA	FZD2	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209179
WNT2:FZD2_LRP6	WNT2	NA	FZD2	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209189
WNT2B:FZD2_LRP6	WNT2B	NA	FZD2	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209199
WNT3:FZD2_LRP6	WNT3	NA	FZD2	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209209
WNT3A:FZD2_LRP6	WNT3A	NA	FZD2	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209219
WNT4:FZD2_LRP6	WNT4	NA	FZD2	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209229
WNT5B:FZD2_LRP6	WNT5B	NA	FZD2	LRP6	NA	ICELLNET	PMID:11029007
WNT6:FZD2_LRP6	WNT6	NA	FZD2	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209239
WNT7A:FZD2_LRP6	WNT7A	NA	FZD2	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209249
WNT7B:FZD2_LRP6	WNT7B	NA	FZD2	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209259
WNT8A:FZD2_LRP6	WNT8A	NA	FZD2	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209269
WNT8B:FZD2_LRP6	WNT8B	NA	FZD2	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209279
WNT9A:FZD2_LRP6	WNT9A	NA	FZD2	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209289
WNT9B:FZD2_LRP6	WNT9B	NA	FZD2	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209299
SFRP1:FZD2	SFRP1	NA	FZD2	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;PMID:26198319;PMID:32196115;PMID:6172602
WNT11:FZD2	WNT11	NA	FZD2	NA	NA	CellChat	KEGG:hsa04327
WNT2:FZD2	WNT2	NA	FZD2	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020	CellPhoneDB;PMID:24032637
WNT3A:FZD2	WNT3A	NA	FZD2	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;SingleCellSignalR	CellPhoneDB;FANTOM5;PMID:18215320;PMID:19910923
WNT5A:FZD2	WNT5A	NA	FZD2	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;KEGG:hsa04310;PMID:19910923;PMID:24032637;PMID:9389482
WNT5B:FZD2	WNT5B	NA	FZD2	NA	NA	CellChat;connectomeDB2020	KEGG:hsa04317;PMID:27036869
WNT1:FZD3_LRP5	WNT1	NA	FZD3	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209150
WNT10A:FZD3_LRP5	WNT10A	NA	FZD3	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209160
WNT10B:FZD3_LRP5	WNT10B	NA	FZD3	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209170
WNT16:FZD3_LRP5	WNT16	NA	FZD3	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209180
WNT2:FZD3_LRP5	WNT2	NA	FZD3	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209190
WNT2B:FZD3_LRP5	WNT2B	NA	FZD3	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209200
WNT3:FZD3_LRP5	WNT3	NA	FZD3	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209210
WNT3A:FZD3_LRP5	WNT3A	NA	FZD3	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209220
WNT4:FZD3_LRP5	WNT4	NA	FZD3	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209230
WNT5B:FZD3_LRP5	WNT5B	NA	FZD3	LRP5	NA	ICELLNET	PMID:11029007
WNT6:FZD3_LRP5	WNT6	NA	FZD3	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209240
WNT7A:FZD3_LRP5	WNT7A	NA	FZD3	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209250
WNT7B:FZD3_LRP5	WNT7B	NA	FZD3	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209260
WNT8A:FZD3_LRP5	WNT8A	NA	FZD3	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209270
WNT8B:FZD3_LRP5	WNT8B	NA	FZD3	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209280
WNT9A:FZD3_LRP5	WNT9A	NA	FZD3	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209290
WNT9B:FZD3_LRP5	WNT9B	NA	FZD3	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209300
WNT1:FZD3_LRP6	WNT1	NA	FZD3	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209150
WNT10A:FZD3_LRP6	WNT10A	NA	FZD3	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209160
WNT10B:FZD3_LRP6	WNT10B	NA	FZD3	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209170
WNT16:FZD3_LRP6	WNT16	NA	FZD3	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209180
WNT2:FZD3_LRP6	WNT2	NA	FZD3	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209190
WNT2B:FZD3_LRP6	WNT2B	NA	FZD3	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209200
WNT3:FZD3_LRP6	WNT3	NA	FZD3	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209210
WNT3A:FZD3_LRP6	WNT3A	NA	FZD3	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209220
WNT4:FZD3_LRP6	WNT4	NA	FZD3	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209230
WNT5B:FZD3_LRP6	WNT5B	NA	FZD3	LRP6	NA	ICELLNET	PMID:11029007
WNT6:FZD3_LRP6	WNT6	NA	FZD3	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209240
WNT7A:FZD3_LRP6	WNT7A	NA	FZD3	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209250
WNT7B:FZD3_LRP6	WNT7B	NA	FZD3	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209260
WNT8A:FZD3_LRP6	WNT8A	NA	FZD3	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209270
WNT8B:FZD3_LRP6	WNT8B	NA	FZD3	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209280
WNT9A:FZD3_LRP6	WNT9A	NA	FZD3	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209290
WNT9B:FZD3_LRP6	WNT9B	NA	FZD3	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209300
MYOC:FZD3	MYOC	NA	FZD3	NA	NA	connectomeDB2020;SingleCellSignalR	FANTOM5;PMID:19188438
WNT1:FZD3	WNT1	NA	FZD3	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;PMID:14642436
WNT11:FZD3	WNT11	NA	FZD3	NA	NA	CellChat	KEGG:hsa04328
WNT2:FZD3	WNT2	NA	FZD3	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;SingleCellSignalR	CellPhoneDB;PMID:24032637
WNT5A:FZD3	WNT5A	NA	FZD3	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;SingleCellSignalR	CellPhoneDB;KEGG:hsa04310;PMID:24032637
WNT5B:FZD3	WNT5B	NA	FZD3	NA	NA	CellChat	KEGG:hsa04318
WNT1:FZD4_LRP5	WNT1	NA	FZD4	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209151
WNT10A:FZD4_LRP5	WNT10A	NA	FZD4	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209161
WNT10B:FZD4_LRP5	WNT10B	NA	FZD4	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209171
WNT16:FZD4_LRP5	WNT16	NA	FZD4	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209181
WNT2:FZD4_LRP5	WNT2	NA	FZD4	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209191
WNT2B:FZD4_LRP5	WNT2B	NA	FZD4	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209201
WNT3:FZD4_LRP5	WNT3	NA	FZD4	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209211
WNT3A:FZD4_LRP5	WNT3A	NA	FZD4	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209221
WNT4:FZD4_LRP5	WNT4	NA	FZD4	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209231
WNT6:FZD4_LRP5	WNT6	NA	FZD4	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209241
WNT7A:FZD4_LRP5	WNT7A	NA	FZD4	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209251
WNT7B:FZD4_LRP5	WNT7B	NA	FZD4	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209261
WNT8A:FZD4_LRP5	WNT8A	NA	FZD4	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209271
WNT8B:FZD4_LRP5	WNT8B	NA	FZD4	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209281
WNT9A:FZD4_LRP5	WNT9A	NA	FZD4	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209291
WNT9B:FZD4_LRP5	WNT9B	NA	FZD4	LRP5	NA	CellChat	KEGG:hsa04310;PMID:23209301
WNT1:FZD4_LRP6	WNT1	NA	FZD4	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209151
WNT10A:FZD4_LRP6	WNT10A	NA	FZD4	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209161
WNT10B:FZD4_LRP6	WNT10B	NA	FZD4	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209171
WNT16:FZD4_LRP6	WNT16	NA	FZD4	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209181
WNT2:FZD4_LRP6	WNT2	NA	FZD4	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209191
WNT2B:FZD4_LRP6	WNT2B	NA	FZD4	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209201
WNT3:FZD4_LRP6	WNT3	NA	FZD4	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209211
WNT3A:FZD4_LRP6	WNT3A	NA	FZD4	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209221
WNT4:FZD4_LRP6	WNT4	NA	FZD4	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209231
WNT6:FZD4_LRP6	WNT6	NA	FZD4	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209241
WNT7A:FZD4_LRP6	WNT7A	NA	FZD4	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209251
WNT7B:FZD4_LRP6	WNT7B	NA	FZD4	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209261
WNT8A:FZD4_LRP6	WNT8A	NA	FZD4	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209271
WNT8B:FZD4_LRP6	WNT8B	NA	FZD4	LRP6	NA	CellChat	KEGG:hsa04310;PMID:23209281
